filename,label
sklearn_digits_poisson_data_000000.seq,0
sklearn_digits_poisson_data_000001.seq,1
sklearn_digits_poisson_data_000002.seq,2
sklearn_digits_poisson_data_000003.seq,3
sklearn_digits_poisson_data_000004.seq,4
sklearn_digits_poisson_data_000005.seq,5
sklearn_digits_poisson_data_000006.seq,6
sklearn_digits_poisson_data_000007.seq,7
sklearn_digits_poisson_data_000008.seq,8
sklearn_digits_poisson_data_000009.seq,9
sklearn_digits_poisson_data_000010.seq,0
sklearn_digits_poisson_data_000011.seq,1
sklearn_digits_poisson_data_000012.seq,2
sklearn_digits_poisson_data_000013.seq,3
sklearn_digits_poisson_data_000014.seq,4
sklearn_digits_poisson_data_000015.seq,5
sklearn_digits_poisson_data_000016.seq,6
sklearn_digits_poisson_data_000017.seq,7
sklearn_digits_poisson_data_000018.seq,8
sklearn_digits_poisson_data_000019.seq,9
sklearn_digits_poisson_data_000020.seq,0
sklearn_digits_poisson_data_000021.seq,1
sklearn_digits_poisson_data_000022.seq,2
sklearn_digits_poisson_data_000023.seq,3
sklearn_digits_poisson_data_000024.seq,4
sklearn_digits_poisson_data_000025.seq,5
sklearn_digits_poisson_data_000026.seq,6
sklearn_digits_poisson_data_000027.seq,7
sklearn_digits_poisson_data_000028.seq,8
sklearn_digits_poisson_data_000029.seq,9
sklearn_digits_poisson_data_000030.seq,0
sklearn_digits_poisson_data_000031.seq,9
sklearn_digits_poisson_data_000032.seq,5
sklearn_digits_poisson_data_000033.seq,5
sklearn_digits_poisson_data_000034.seq,6
sklearn_digits_poisson_data_000035.seq,5
sklearn_digits_poisson_data_000036.seq,0
sklearn_digits_poisson_data_000037.seq,9
sklearn_digits_poisson_data_000038.seq,8
sklearn_digits_poisson_data_000039.seq,9
sklearn_digits_poisson_data_000040.seq,8
sklearn_digits_poisson_data_000041.seq,4
sklearn_digits_poisson_data_000042.seq,1
sklearn_digits_poisson_data_000043.seq,7
sklearn_digits_poisson_data_000044.seq,7
sklearn_digits_poisson_data_000045.seq,3
sklearn_digits_poisson_data_000046.seq,5
sklearn_digits_poisson_data_000047.seq,1
sklearn_digits_poisson_data_000048.seq,0
sklearn_digits_poisson_data_000049.seq,0
sklearn_digits_poisson_data_000050.seq,2
sklearn_digits_poisson_data_000051.seq,2
sklearn_digits_poisson_data_000052.seq,7
sklearn_digits_poisson_data_000053.seq,8
sklearn_digits_poisson_data_000054.seq,2
sklearn_digits_poisson_data_000055.seq,0
sklearn_digits_poisson_data_000056.seq,1
sklearn_digits_poisson_data_000057.seq,2
sklearn_digits_poisson_data_000058.seq,6
sklearn_digits_poisson_data_000059.seq,3
sklearn_digits_poisson_data_000060.seq,3
sklearn_digits_poisson_data_000061.seq,7
sklearn_digits_poisson_data_000062.seq,3
sklearn_digits_poisson_data_000063.seq,3
sklearn_digits_poisson_data_000064.seq,4
sklearn_digits_poisson_data_000065.seq,6
sklearn_digits_poisson_data_000066.seq,6
sklearn_digits_poisson_data_000067.seq,6
sklearn_digits_poisson_data_000068.seq,4
sklearn_digits_poisson_data_000069.seq,9
sklearn_digits_poisson_data_000070.seq,1
sklearn_digits_poisson_data_000071.seq,5
sklearn_digits_poisson_data_000072.seq,0
sklearn_digits_poisson_data_000073.seq,9
sklearn_digits_poisson_data_000074.seq,5
sklearn_digits_poisson_data_000075.seq,2
sklearn_digits_poisson_data_000076.seq,8
sklearn_digits_poisson_data_000077.seq,2
sklearn_digits_poisson_data_000078.seq,0
sklearn_digits_poisson_data_000079.seq,0
sklearn_digits_poisson_data_000080.seq,1
sklearn_digits_poisson_data_000081.seq,7
sklearn_digits_poisson_data_000082.seq,6
sklearn_digits_poisson_data_000083.seq,3
sklearn_digits_poisson_data_000084.seq,2
sklearn_digits_poisson_data_000085.seq,1
sklearn_digits_poisson_data_000086.seq,7
sklearn_digits_poisson_data_000087.seq,4
sklearn_digits_poisson_data_000088.seq,6
sklearn_digits_poisson_data_000089.seq,3
sklearn_digits_poisson_data_000090.seq,1
sklearn_digits_poisson_data_000091.seq,3
sklearn_digits_poisson_data_000092.seq,9
sklearn_digits_poisson_data_000093.seq,1
sklearn_digits_poisson_data_000094.seq,7
sklearn_digits_poisson_data_000095.seq,6
sklearn_digits_poisson_data_000096.seq,8
sklearn_digits_poisson_data_000097.seq,4
sklearn_digits_poisson_data_000098.seq,3
sklearn_digits_poisson_data_000099.seq,1
sklearn_digits_poisson_data_000100.seq,4
sklearn_digits_poisson_data_000101.seq,0
sklearn_digits_poisson_data_000102.seq,5
sklearn_digits_poisson_data_000103.seq,3
sklearn_digits_poisson_data_000104.seq,6
sklearn_digits_poisson_data_000105.seq,9
sklearn_digits_poisson_data_000106.seq,6
sklearn_digits_poisson_data_000107.seq,1
sklearn_digits_poisson_data_000108.seq,7
sklearn_digits_poisson_data_000109.seq,5
sklearn_digits_poisson_data_000110.seq,4
sklearn_digits_poisson_data_000111.seq,4
sklearn_digits_poisson_data_000112.seq,7
sklearn_digits_poisson_data_000113.seq,2
sklearn_digits_poisson_data_000114.seq,8
sklearn_digits_poisson_data_000115.seq,2
sklearn_digits_poisson_data_000116.seq,2
sklearn_digits_poisson_data_000117.seq,5
sklearn_digits_poisson_data_000118.seq,7
sklearn_digits_poisson_data_000119.seq,9
sklearn_digits_poisson_data_000120.seq,5
sklearn_digits_poisson_data_000121.seq,4
sklearn_digits_poisson_data_000122.seq,8
sklearn_digits_poisson_data_000123.seq,8
sklearn_digits_poisson_data_000124.seq,4
sklearn_digits_poisson_data_000125.seq,9
sklearn_digits_poisson_data_000126.seq,0
sklearn_digits_poisson_data_000127.seq,8
sklearn_digits_poisson_data_000128.seq,9
sklearn_digits_poisson_data_000129.seq,8
sklearn_digits_poisson_data_000130.seq,0
sklearn_digits_poisson_data_000131.seq,1
sklearn_digits_poisson_data_000132.seq,2
sklearn_digits_poisson_data_000133.seq,3
sklearn_digits_poisson_data_000134.seq,4
sklearn_digits_poisson_data_000135.seq,5
sklearn_digits_poisson_data_000136.seq,6
sklearn_digits_poisson_data_000137.seq,7
sklearn_digits_poisson_data_000138.seq,8
sklearn_digits_poisson_data_000139.seq,9
sklearn_digits_poisson_data_000140.seq,0
sklearn_digits_poisson_data_000141.seq,1
sklearn_digits_poisson_data_000142.seq,2
sklearn_digits_poisson_data_000143.seq,3
sklearn_digits_poisson_data_000144.seq,4
sklearn_digits_poisson_data_000145.seq,5
sklearn_digits_poisson_data_000146.seq,6
sklearn_digits_poisson_data_000147.seq,7
sklearn_digits_poisson_data_000148.seq,8
sklearn_digits_poisson_data_000149.seq,9
sklearn_digits_poisson_data_000150.seq,0
sklearn_digits_poisson_data_000151.seq,1
sklearn_digits_poisson_data_000152.seq,2
sklearn_digits_poisson_data_000153.seq,3
sklearn_digits_poisson_data_000154.seq,4
sklearn_digits_poisson_data_000155.seq,5
sklearn_digits_poisson_data_000156.seq,6
sklearn_digits_poisson_data_000157.seq,7
sklearn_digits_poisson_data_000158.seq,8
sklearn_digits_poisson_data_000159.seq,9
sklearn_digits_poisson_data_000160.seq,0
sklearn_digits_poisson_data_000161.seq,9
sklearn_digits_poisson_data_000162.seq,5
sklearn_digits_poisson_data_000163.seq,5
sklearn_digits_poisson_data_000164.seq,6
sklearn_digits_poisson_data_000165.seq,5
sklearn_digits_poisson_data_000166.seq,0
sklearn_digits_poisson_data_000167.seq,9
sklearn_digits_poisson_data_000168.seq,8
sklearn_digits_poisson_data_000169.seq,9
sklearn_digits_poisson_data_000170.seq,8
sklearn_digits_poisson_data_000171.seq,4
sklearn_digits_poisson_data_000172.seq,1
sklearn_digits_poisson_data_000173.seq,7
sklearn_digits_poisson_data_000174.seq,7
sklearn_digits_poisson_data_000175.seq,3
sklearn_digits_poisson_data_000176.seq,5
sklearn_digits_poisson_data_000177.seq,1
sklearn_digits_poisson_data_000178.seq,0
sklearn_digits_poisson_data_000179.seq,0
sklearn_digits_poisson_data_000180.seq,2
sklearn_digits_poisson_data_000181.seq,2
sklearn_digits_poisson_data_000182.seq,7
sklearn_digits_poisson_data_000183.seq,8
sklearn_digits_poisson_data_000184.seq,2
sklearn_digits_poisson_data_000185.seq,0
sklearn_digits_poisson_data_000186.seq,1
sklearn_digits_poisson_data_000187.seq,2
sklearn_digits_poisson_data_000188.seq,6
sklearn_digits_poisson_data_000189.seq,3
sklearn_digits_poisson_data_000190.seq,3
sklearn_digits_poisson_data_000191.seq,7
sklearn_digits_poisson_data_000192.seq,3
sklearn_digits_poisson_data_000193.seq,3
sklearn_digits_poisson_data_000194.seq,4
sklearn_digits_poisson_data_000195.seq,6
sklearn_digits_poisson_data_000196.seq,6
sklearn_digits_poisson_data_000197.seq,6
sklearn_digits_poisson_data_000198.seq,4
sklearn_digits_poisson_data_000199.seq,9
sklearn_digits_poisson_data_000200.seq,1
sklearn_digits_poisson_data_000201.seq,5
sklearn_digits_poisson_data_000202.seq,0
sklearn_digits_poisson_data_000203.seq,9
sklearn_digits_poisson_data_000204.seq,5
sklearn_digits_poisson_data_000205.seq,2
sklearn_digits_poisson_data_000206.seq,8
sklearn_digits_poisson_data_000207.seq,2
sklearn_digits_poisson_data_000208.seq,0
sklearn_digits_poisson_data_000209.seq,0
sklearn_digits_poisson_data_000210.seq,1
sklearn_digits_poisson_data_000211.seq,7
sklearn_digits_poisson_data_000212.seq,6
sklearn_digits_poisson_data_000213.seq,3
sklearn_digits_poisson_data_000214.seq,2
sklearn_digits_poisson_data_000215.seq,1
sklearn_digits_poisson_data_000216.seq,7
sklearn_digits_poisson_data_000217.seq,3
sklearn_digits_poisson_data_000218.seq,1
sklearn_digits_poisson_data_000219.seq,3
sklearn_digits_poisson_data_000220.seq,9
sklearn_digits_poisson_data_000221.seq,1
sklearn_digits_poisson_data_000222.seq,7
sklearn_digits_poisson_data_000223.seq,6
sklearn_digits_poisson_data_000224.seq,8
sklearn_digits_poisson_data_000225.seq,4
sklearn_digits_poisson_data_000226.seq,3
sklearn_digits_poisson_data_000227.seq,1
sklearn_digits_poisson_data_000228.seq,4
sklearn_digits_poisson_data_000229.seq,0
sklearn_digits_poisson_data_000230.seq,5
sklearn_digits_poisson_data_000231.seq,3
sklearn_digits_poisson_data_000232.seq,6
sklearn_digits_poisson_data_000233.seq,9
sklearn_digits_poisson_data_000234.seq,6
sklearn_digits_poisson_data_000235.seq,1
sklearn_digits_poisson_data_000236.seq,7
sklearn_digits_poisson_data_000237.seq,5
sklearn_digits_poisson_data_000238.seq,4
sklearn_digits_poisson_data_000239.seq,4
sklearn_digits_poisson_data_000240.seq,7
sklearn_digits_poisson_data_000241.seq,2
sklearn_digits_poisson_data_000242.seq,8
sklearn_digits_poisson_data_000243.seq,2
sklearn_digits_poisson_data_000244.seq,2
sklearn_digits_poisson_data_000245.seq,5
sklearn_digits_poisson_data_000246.seq,5
sklearn_digits_poisson_data_000247.seq,4
sklearn_digits_poisson_data_000248.seq,8
sklearn_digits_poisson_data_000249.seq,8
sklearn_digits_poisson_data_000250.seq,4
sklearn_digits_poisson_data_000251.seq,9
sklearn_digits_poisson_data_000252.seq,0
sklearn_digits_poisson_data_000253.seq,8
sklearn_digits_poisson_data_000254.seq,9
sklearn_digits_poisson_data_000255.seq,8
sklearn_digits_poisson_data_000256.seq,0
sklearn_digits_poisson_data_000257.seq,1
sklearn_digits_poisson_data_000258.seq,2
sklearn_digits_poisson_data_000259.seq,3
sklearn_digits_poisson_data_000260.seq,4
sklearn_digits_poisson_data_000261.seq,5
sklearn_digits_poisson_data_000262.seq,6
sklearn_digits_poisson_data_000263.seq,7
sklearn_digits_poisson_data_000264.seq,8
sklearn_digits_poisson_data_000265.seq,9
sklearn_digits_poisson_data_000266.seq,0
sklearn_digits_poisson_data_000267.seq,1
sklearn_digits_poisson_data_000268.seq,2
sklearn_digits_poisson_data_000269.seq,3
sklearn_digits_poisson_data_000270.seq,4
sklearn_digits_poisson_data_000271.seq,5
sklearn_digits_poisson_data_000272.seq,6
sklearn_digits_poisson_data_000273.seq,7
sklearn_digits_poisson_data_000274.seq,8
sklearn_digits_poisson_data_000275.seq,9
sklearn_digits_poisson_data_000276.seq,0
sklearn_digits_poisson_data_000277.seq,1
sklearn_digits_poisson_data_000278.seq,2
sklearn_digits_poisson_data_000279.seq,3
sklearn_digits_poisson_data_000280.seq,4
sklearn_digits_poisson_data_000281.seq,5
sklearn_digits_poisson_data_000282.seq,6
sklearn_digits_poisson_data_000283.seq,7
sklearn_digits_poisson_data_000284.seq,8
sklearn_digits_poisson_data_000285.seq,9
sklearn_digits_poisson_data_000286.seq,0
sklearn_digits_poisson_data_000287.seq,9
sklearn_digits_poisson_data_000288.seq,5
sklearn_digits_poisson_data_000289.seq,5
sklearn_digits_poisson_data_000290.seq,6
sklearn_digits_poisson_data_000291.seq,5
sklearn_digits_poisson_data_000292.seq,0
sklearn_digits_poisson_data_000293.seq,9
sklearn_digits_poisson_data_000294.seq,8
sklearn_digits_poisson_data_000295.seq,9
sklearn_digits_poisson_data_000296.seq,8
sklearn_digits_poisson_data_000297.seq,4
sklearn_digits_poisson_data_000298.seq,1
sklearn_digits_poisson_data_000299.seq,7
sklearn_digits_poisson_data_000300.seq,7
sklearn_digits_poisson_data_000301.seq,3
sklearn_digits_poisson_data_000302.seq,5
sklearn_digits_poisson_data_000303.seq,1
sklearn_digits_poisson_data_000304.seq,0
sklearn_digits_poisson_data_000305.seq,0
sklearn_digits_poisson_data_000306.seq,2
sklearn_digits_poisson_data_000307.seq,2
sklearn_digits_poisson_data_000308.seq,7
sklearn_digits_poisson_data_000309.seq,8
sklearn_digits_poisson_data_000310.seq,2
sklearn_digits_poisson_data_000311.seq,0
sklearn_digits_poisson_data_000312.seq,1
sklearn_digits_poisson_data_000313.seq,2
sklearn_digits_poisson_data_000314.seq,6
sklearn_digits_poisson_data_000315.seq,3
sklearn_digits_poisson_data_000316.seq,3
sklearn_digits_poisson_data_000317.seq,7
sklearn_digits_poisson_data_000318.seq,3
sklearn_digits_poisson_data_000319.seq,3
sklearn_digits_poisson_data_000320.seq,4
sklearn_digits_poisson_data_000321.seq,6
sklearn_digits_poisson_data_000322.seq,6
sklearn_digits_poisson_data_000323.seq,6
sklearn_digits_poisson_data_000324.seq,4
sklearn_digits_poisson_data_000325.seq,9
sklearn_digits_poisson_data_000326.seq,1
sklearn_digits_poisson_data_000327.seq,5
sklearn_digits_poisson_data_000328.seq,0
sklearn_digits_poisson_data_000329.seq,9
sklearn_digits_poisson_data_000330.seq,5
sklearn_digits_poisson_data_000331.seq,2
sklearn_digits_poisson_data_000332.seq,8
sklearn_digits_poisson_data_000333.seq,2
sklearn_digits_poisson_data_000334.seq,0
sklearn_digits_poisson_data_000335.seq,0
sklearn_digits_poisson_data_000336.seq,1
sklearn_digits_poisson_data_000337.seq,7
sklearn_digits_poisson_data_000338.seq,6
sklearn_digits_poisson_data_000339.seq,3
sklearn_digits_poisson_data_000340.seq,2
sklearn_digits_poisson_data_000341.seq,1
sklearn_digits_poisson_data_000342.seq,7
sklearn_digits_poisson_data_000343.seq,4
sklearn_digits_poisson_data_000344.seq,6
sklearn_digits_poisson_data_000345.seq,3
sklearn_digits_poisson_data_000346.seq,1
sklearn_digits_poisson_data_000347.seq,3
sklearn_digits_poisson_data_000348.seq,9
sklearn_digits_poisson_data_000349.seq,1
sklearn_digits_poisson_data_000350.seq,7
sklearn_digits_poisson_data_000351.seq,6
sklearn_digits_poisson_data_000352.seq,8
sklearn_digits_poisson_data_000353.seq,4
sklearn_digits_poisson_data_000354.seq,3
sklearn_digits_poisson_data_000355.seq,1
sklearn_digits_poisson_data_000356.seq,4
sklearn_digits_poisson_data_000357.seq,0
sklearn_digits_poisson_data_000358.seq,5
sklearn_digits_poisson_data_000359.seq,3
sklearn_digits_poisson_data_000360.seq,6
sklearn_digits_poisson_data_000361.seq,9
sklearn_digits_poisson_data_000362.seq,6
sklearn_digits_poisson_data_000363.seq,1
sklearn_digits_poisson_data_000364.seq,7
sklearn_digits_poisson_data_000365.seq,5
sklearn_digits_poisson_data_000366.seq,4
sklearn_digits_poisson_data_000367.seq,4
sklearn_digits_poisson_data_000368.seq,7
sklearn_digits_poisson_data_000369.seq,2
sklearn_digits_poisson_data_000370.seq,8
sklearn_digits_poisson_data_000371.seq,2
sklearn_digits_poisson_data_000372.seq,2
sklearn_digits_poisson_data_000373.seq,5
sklearn_digits_poisson_data_000374.seq,7
sklearn_digits_poisson_data_000375.seq,9
sklearn_digits_poisson_data_000376.seq,5
sklearn_digits_poisson_data_000377.seq,4
sklearn_digits_poisson_data_000378.seq,8
sklearn_digits_poisson_data_000379.seq,8
sklearn_digits_poisson_data_000380.seq,4
sklearn_digits_poisson_data_000381.seq,9
sklearn_digits_poisson_data_000382.seq,0
sklearn_digits_poisson_data_000383.seq,8
sklearn_digits_poisson_data_000384.seq,9
sklearn_digits_poisson_data_000385.seq,3
sklearn_digits_poisson_data_000386.seq,0
sklearn_digits_poisson_data_000387.seq,1
sklearn_digits_poisson_data_000388.seq,2
sklearn_digits_poisson_data_000389.seq,3
sklearn_digits_poisson_data_000390.seq,4
sklearn_digits_poisson_data_000391.seq,5
sklearn_digits_poisson_data_000392.seq,6
sklearn_digits_poisson_data_000393.seq,7
sklearn_digits_poisson_data_000394.seq,8
sklearn_digits_poisson_data_000395.seq,9
sklearn_digits_poisson_data_000396.seq,0
sklearn_digits_poisson_data_000397.seq,1
sklearn_digits_poisson_data_000398.seq,2
sklearn_digits_poisson_data_000399.seq,3
sklearn_digits_poisson_data_000400.seq,4
sklearn_digits_poisson_data_000401.seq,5
sklearn_digits_poisson_data_000402.seq,6
sklearn_digits_poisson_data_000403.seq,7
sklearn_digits_poisson_data_000404.seq,8
sklearn_digits_poisson_data_000405.seq,9
sklearn_digits_poisson_data_000406.seq,0
sklearn_digits_poisson_data_000407.seq,1
sklearn_digits_poisson_data_000408.seq,2
sklearn_digits_poisson_data_000409.seq,3
sklearn_digits_poisson_data_000410.seq,4
sklearn_digits_poisson_data_000411.seq,5
sklearn_digits_poisson_data_000412.seq,6
sklearn_digits_poisson_data_000413.seq,7
sklearn_digits_poisson_data_000414.seq,8
sklearn_digits_poisson_data_000415.seq,9
sklearn_digits_poisson_data_000416.seq,0
sklearn_digits_poisson_data_000417.seq,9
sklearn_digits_poisson_data_000418.seq,5
sklearn_digits_poisson_data_000419.seq,5
sklearn_digits_poisson_data_000420.seq,6
sklearn_digits_poisson_data_000421.seq,5
sklearn_digits_poisson_data_000422.seq,0
sklearn_digits_poisson_data_000423.seq,9
sklearn_digits_poisson_data_000424.seq,8
sklearn_digits_poisson_data_000425.seq,9
sklearn_digits_poisson_data_000426.seq,8
sklearn_digits_poisson_data_000427.seq,4
sklearn_digits_poisson_data_000428.seq,1
sklearn_digits_poisson_data_000429.seq,7
sklearn_digits_poisson_data_000430.seq,7
sklearn_digits_poisson_data_000431.seq,3
sklearn_digits_poisson_data_000432.seq,5
sklearn_digits_poisson_data_000433.seq,1
sklearn_digits_poisson_data_000434.seq,0
sklearn_digits_poisson_data_000435.seq,0
sklearn_digits_poisson_data_000436.seq,2
sklearn_digits_poisson_data_000437.seq,2
sklearn_digits_poisson_data_000438.seq,7
sklearn_digits_poisson_data_000439.seq,8
sklearn_digits_poisson_data_000440.seq,2
sklearn_digits_poisson_data_000441.seq,0
sklearn_digits_poisson_data_000442.seq,1
sklearn_digits_poisson_data_000443.seq,2
sklearn_digits_poisson_data_000444.seq,6
sklearn_digits_poisson_data_000445.seq,3
sklearn_digits_poisson_data_000446.seq,3
sklearn_digits_poisson_data_000447.seq,7
sklearn_digits_poisson_data_000448.seq,3
sklearn_digits_poisson_data_000449.seq,3
sklearn_digits_poisson_data_000450.seq,4
sklearn_digits_poisson_data_000451.seq,6
sklearn_digits_poisson_data_000452.seq,6
sklearn_digits_poisson_data_000453.seq,6
sklearn_digits_poisson_data_000454.seq,4
sklearn_digits_poisson_data_000455.seq,9
sklearn_digits_poisson_data_000456.seq,1
sklearn_digits_poisson_data_000457.seq,5
sklearn_digits_poisson_data_000458.seq,0
sklearn_digits_poisson_data_000459.seq,9
sklearn_digits_poisson_data_000460.seq,5
sklearn_digits_poisson_data_000461.seq,2
sklearn_digits_poisson_data_000462.seq,8
sklearn_digits_poisson_data_000463.seq,2
sklearn_digits_poisson_data_000464.seq,0
sklearn_digits_poisson_data_000465.seq,0
sklearn_digits_poisson_data_000466.seq,1
sklearn_digits_poisson_data_000467.seq,7
sklearn_digits_poisson_data_000468.seq,6
sklearn_digits_poisson_data_000469.seq,3
sklearn_digits_poisson_data_000470.seq,2
sklearn_digits_poisson_data_000471.seq,1
sklearn_digits_poisson_data_000472.seq,7
sklearn_digits_poisson_data_000473.seq,4
sklearn_digits_poisson_data_000474.seq,6
sklearn_digits_poisson_data_000475.seq,3
sklearn_digits_poisson_data_000476.seq,1
sklearn_digits_poisson_data_000477.seq,3
sklearn_digits_poisson_data_000478.seq,9
sklearn_digits_poisson_data_000479.seq,1
sklearn_digits_poisson_data_000480.seq,7
sklearn_digits_poisson_data_000481.seq,6
sklearn_digits_poisson_data_000482.seq,8
sklearn_digits_poisson_data_000483.seq,4
sklearn_digits_poisson_data_000484.seq,3
sklearn_digits_poisson_data_000485.seq,1
sklearn_digits_poisson_data_000486.seq,4
sklearn_digits_poisson_data_000487.seq,0
sklearn_digits_poisson_data_000488.seq,5
sklearn_digits_poisson_data_000489.seq,3
sklearn_digits_poisson_data_000490.seq,6
sklearn_digits_poisson_data_000491.seq,9
sklearn_digits_poisson_data_000492.seq,6
sklearn_digits_poisson_data_000493.seq,1
sklearn_digits_poisson_data_000494.seq,7
sklearn_digits_poisson_data_000495.seq,5
sklearn_digits_poisson_data_000496.seq,4
sklearn_digits_poisson_data_000497.seq,4
sklearn_digits_poisson_data_000498.seq,7
sklearn_digits_poisson_data_000499.seq,2
sklearn_digits_poisson_data_000500.seq,8
sklearn_digits_poisson_data_000501.seq,2
sklearn_digits_poisson_data_000502.seq,2
sklearn_digits_poisson_data_000503.seq,5
sklearn_digits_poisson_data_000504.seq,7
sklearn_digits_poisson_data_000505.seq,9
sklearn_digits_poisson_data_000506.seq,5
sklearn_digits_poisson_data_000507.seq,4
sklearn_digits_poisson_data_000508.seq,8
sklearn_digits_poisson_data_000509.seq,8
sklearn_digits_poisson_data_000510.seq,4
sklearn_digits_poisson_data_000511.seq,9
sklearn_digits_poisson_data_000512.seq,0
sklearn_digits_poisson_data_000513.seq,8
sklearn_digits_poisson_data_000514.seq,9
sklearn_digits_poisson_data_000515.seq,8
sklearn_digits_poisson_data_000516.seq,0
sklearn_digits_poisson_data_000517.seq,1
sklearn_digits_poisson_data_000518.seq,2
sklearn_digits_poisson_data_000519.seq,3
sklearn_digits_poisson_data_000520.seq,4
sklearn_digits_poisson_data_000521.seq,5
sklearn_digits_poisson_data_000522.seq,6
sklearn_digits_poisson_data_000523.seq,7
sklearn_digits_poisson_data_000524.seq,8
sklearn_digits_poisson_data_000525.seq,9
sklearn_digits_poisson_data_000526.seq,0
sklearn_digits_poisson_data_000527.seq,1
sklearn_digits_poisson_data_000528.seq,2
sklearn_digits_poisson_data_000529.seq,3
sklearn_digits_poisson_data_000530.seq,4
sklearn_digits_poisson_data_000531.seq,5
sklearn_digits_poisson_data_000532.seq,6
sklearn_digits_poisson_data_000533.seq,7
sklearn_digits_poisson_data_000534.seq,8
sklearn_digits_poisson_data_000535.seq,9
sklearn_digits_poisson_data_000536.seq,0
sklearn_digits_poisson_data_000537.seq,1
sklearn_digits_poisson_data_000538.seq,2
sklearn_digits_poisson_data_000539.seq,3
sklearn_digits_poisson_data_000540.seq,4
sklearn_digits_poisson_data_000541.seq,5
sklearn_digits_poisson_data_000542.seq,6
sklearn_digits_poisson_data_000543.seq,7
sklearn_digits_poisson_data_000544.seq,8
sklearn_digits_poisson_data_000545.seq,9
sklearn_digits_poisson_data_000546.seq,0
sklearn_digits_poisson_data_000547.seq,9
sklearn_digits_poisson_data_000548.seq,5
sklearn_digits_poisson_data_000549.seq,5
sklearn_digits_poisson_data_000550.seq,6
sklearn_digits_poisson_data_000551.seq,5
sklearn_digits_poisson_data_000552.seq,0
sklearn_digits_poisson_data_000553.seq,9
sklearn_digits_poisson_data_000554.seq,8
sklearn_digits_poisson_data_000555.seq,9
sklearn_digits_poisson_data_000556.seq,8
sklearn_digits_poisson_data_000557.seq,4
sklearn_digits_poisson_data_000558.seq,1
sklearn_digits_poisson_data_000559.seq,7
sklearn_digits_poisson_data_000560.seq,7
sklearn_digits_poisson_data_000561.seq,3
sklearn_digits_poisson_data_000562.seq,5
sklearn_digits_poisson_data_000563.seq,1
sklearn_digits_poisson_data_000564.seq,0
sklearn_digits_poisson_data_000565.seq,0
sklearn_digits_poisson_data_000566.seq,2
sklearn_digits_poisson_data_000567.seq,2
sklearn_digits_poisson_data_000568.seq,7
sklearn_digits_poisson_data_000569.seq,8
sklearn_digits_poisson_data_000570.seq,2
sklearn_digits_poisson_data_000571.seq,0
sklearn_digits_poisson_data_000572.seq,1
sklearn_digits_poisson_data_000573.seq,2
sklearn_digits_poisson_data_000574.seq,6
sklearn_digits_poisson_data_000575.seq,3
sklearn_digits_poisson_data_000576.seq,3
sklearn_digits_poisson_data_000577.seq,7
sklearn_digits_poisson_data_000578.seq,3
sklearn_digits_poisson_data_000579.seq,3
sklearn_digits_poisson_data_000580.seq,4
sklearn_digits_poisson_data_000581.seq,6
sklearn_digits_poisson_data_000582.seq,6
sklearn_digits_poisson_data_000583.seq,6
sklearn_digits_poisson_data_000584.seq,4
sklearn_digits_poisson_data_000585.seq,9
sklearn_digits_poisson_data_000586.seq,1
sklearn_digits_poisson_data_000587.seq,5
sklearn_digits_poisson_data_000588.seq,0
sklearn_digits_poisson_data_000589.seq,9
sklearn_digits_poisson_data_000590.seq,5
sklearn_digits_poisson_data_000591.seq,2
sklearn_digits_poisson_data_000592.seq,8
sklearn_digits_poisson_data_000593.seq,2
sklearn_digits_poisson_data_000594.seq,0
sklearn_digits_poisson_data_000595.seq,0
sklearn_digits_poisson_data_000596.seq,1
sklearn_digits_poisson_data_000597.seq,7
